LOT,LOT_TYPE,OWNERNAME,CAREOFNAME,ADDRESS1,ADDRESS2,CITYSTZIP,PROPERTYNAME,ADDRESSOFRECORD,OWNEROFRECORD,YEARBUILT,PRIMARYPROPERTYTYPE_EPACALC,TAXRECORDFLOORAREA,ENERGYSTARSCORE,SITEEUI_KBTU_FT,WEATHERNORMALZEDSITEEUI_KBTUFT,SOURCEEUI_KBTU_FT,WEATHERNORMALZEDSOUREUI_KBTUFT,TOTGHGEMISSIONS_METRICTONSCO2E,TOTGHGEMISSINTENSITY_KGCO2EFT,WATERUSE_ALLWATERSOURCES_KGAL,ELECTRICITYUSE_KWH,NATURALGASUSE_THERMS,LATITUDE,LONGITUDE
102,1,1441 L ASSOCIATES LLC, ,1120 VERMONT AVE NW, ,"WASHINGTON, DC 20005-3523",1441 L Street,1441 L ST NW,1441 L ASSOCIATES LLC,1969,Office,217488,85,67.1,67.3,191.1,191.3,1505.2,6.92084161,4419.3,3260412,18155.479,38.90405122,-77.03380463
832,2,1475 EUCLID STREET NW ASSOCIATES,WILLIAM C SMITH/ STE 1000,1100 NEW JERSEY AVE SE, ,"WASHINGTON, DC 20003-3302",1475 EUCLID ST. N.W.,1475 EUCLID ST NW,1475 EUCLID STREET NW ASSOCIATES,1950,Multifamily Housing,64536,0,74,73,128,127,378,5.857195984,"2,907",455290,32049,38.92364223,-77.03499292
832,2,1500 K STREET LLC,LINCOLN PROPERTY CO,1500 K ST NW STE 100, ,"WASHINGTON, DC 20005-1212",1500 K Street - The Southern Railway Building,1500 K ST NW,1500 K STREET LLC,1928,Office,294234,62,88,88,276.3,276.3,3267.7,11.10578655,8983.6,7562688,0,38.90203462,-77.03508688
861,2,1515 ODGEN STREET LP,BORGER MGT INC,1111 14TH ST NW STE 200, ,"WASHINGTON, DC 20005-5622",Cromwell,1515 OGDEN ST NW,1515 ODGEN STREET LP,1949,Multifamily Housing,156632,36,78.4,79,131.4,132.1,922.5,5.889601103,15205.8,1079640,85912.485,38.93611983,-77.0348675
22,1,15TH AND H STREET ASSOCIATES LP,SJG PROPERTIES,805 15TH ST NW STE 230, ,"WASHINGTON, DC 20005-2207",15th and H Street Associates LLP,733 15TH ST,15TH AND H STREET ASSOCIATES LLP,1911,Multifamily Housing,230129,100,16.5,16.7,24.6,24.8,260.4,1.131539267,7561,234534.2,29968.998,38.89991166,-77.03312394
805,2,16 COBALT LLC,EMPIRE LEASING,1627 K ST NW # LL, ,"WASHINGTON, DC 20006-1702",Cobalt,1627 K ST NW,16 COBALT LLC,1977,Office,68634,33,81,81,256,256,703,10.24273684,"1,734",1538346,0,38.90292115,-77.03767641
809,2,1600 MDA 55 OWNER LLC,KETTLER MGT ACCOUNTING,1751 PINNACLE DR STE 700, ,"MC LEAN, VA 22102-4003",Flats at Atlas,1600 MARYLAND AV,1600 MARYLAND AVENUE LLC,2012,Multifamily Housing,255208,53,48,48.2,139.9,140.4,1234.7,4.838014482,8626,2720604,11163.464,38.90191644,-76.9812509
75,1,1602 IS LLC, ,1602 L ST NW STE 900, ,"WASHINGTON, DC 20036-5682",Independent Sector,1602 L ST,1602 IS LLC,2002,Office,62476,43,78,77,245,241,634,10.14789679,700,1388593,0,38.90343265,-77.03729794
11,1,1615 LLL LLC, ,1615 RHODE ISLAND AVE NW, ,"WASHINGTON, DC 20036-3205",Beacon Hotel & Corporate Quarters,1615 RHODE ISLAND AV NW,1615 LLL LLC,1963,Hotel,159762,39,132,131,254,253,1491,9.332632291,"7,939",2100988,99982,38.90703043,-77.03804775
40,1,1620 EYE LLC, ,387 PARK AVE S FL 7, ,"NEW YORK, NY 10016-8810","1620 Eye, LLC",1620 I ST NW,1620 EYE LLC,1971,Office,125367,64,73,73,230,230,1152,9.189021034,"3,705",2522110,0,38.90104862,-77.0375441
42,1,1620 K LLC,VORNADO/CHARLES E SMITH,2345 CRYSTAL DR STE 1100, ,"ARLINGTON, VA 22202-4801",1666 K St NW,1666 - 1632 K ST NW,1620 K LLC,1971,Office,453352,40,87.1,87.1,273.4,273.4,3240.5,7.147867441,9752.6,7499605,0,38.90208265,-77.0379741
161,1,1625 MASSACHUSETTS AVENUE LLC,PILOT MGT INC,4922A SAINT ELMO AVE, ,"BETHESDA, MD 20814-6056",1625 Massachusetts Avenue NW,1625 MASSACHUSETTS AV NW,1625 MASSACHUSETTS AVENUE LLC,1968,Office,266189,62,81,79,254,248,1404,5.274447855,"3,468",3073182,0,38.90815456,-77.03795446
146,1,1630 CONNECTICUT LTD,DOUGLAS DEVELOPMENT,702 H ST NW, ,"WASHINGTON, DC 20001-3874",Jemal's Dupont LLC,1630 CONNECTICUT AV NW,1630 CONNECTICUT LTD,1981,Office,64517,98,24,24,76,76,240,3.719949781,"1,623",525109,0,38.91204309,-77.04526003
813,2,1634 EYE LLC, ,2 WISCONSIN CIR STE 1050, ,"CHEVY CHASE, MD 20815-7026",1634 Eye Street,1634 I ST,1634 EYE LLC,1962,Office,76697,83,48,47,143,141,453,5.906358788,"2,277",961591,2659,38.90108203,-77.03889623
954,2,1661 CRESCENT PLACE NW INC,ABARIS REALTY INC,7811 MONTROSE RD # 110, ,"POTOMAC, MD 20854-3363",1661 Crescent Place NW Inc,1661 CRESCENT PL NW,1661 CRESCENT PLACE NW INC,1926,Multifamily Housing,118686,100,44.3,44.9,51.8,52.5,301.1,2.536946228,2131.8,88858.7,49498.13,38.92092092,-77.03822282
830,2,1666 CONNECTICUT AVENUE LLC,HARRIS W HAVARD,1666 CONNECTICUT AVE NW, ,"WASHINGTON, DC 20009-1039",1666 Connecticut Ave NW,1666 CONNECTICUT AV NW,1666 CONNECTICUT AVENUE LLC,1963,Office,113302,50,95,95,229,228,852,7.519726042,948,1535555,28400,38.91232244,-77.0454458
1,1,1701 K LLC, ,2 WISCONSIN CIR STE 1050, ,"CHEVY CHASE, MD 20815-7026",1701 K Street,1701 K ST NW,1701 K LLC,1954,Office,70785,78,81,79,175,173,501,7.077770714,"2,488",815968,24180,38.90289467,-77.03878343
836,2,1701 MASSACHUSETTS AVENUE LLC,WILLIAM C SMITH CO,1100 NEW JERSEY AVE SE STE, ,"WASHINGTON, DC 20003-3302",BAY STATE APTS.,1701 MASSACHUSETTS AV NW,1701 MASSACHUSETTS AVENUE LLC,1939,Multifamily Housing,62164,88,69,69,121,121,345,5.549835918,"2,562",427068,28179,38.90847256,-77.03878616
821,2,1709 L STREET NW LLC,TOWER CONST COMPANY,2000 TOWER OAKS BLVD FL 9, ,"ROCKVILLE, MD 20852-4282",1707 L Street,1707 L ST NW,1709 L STREET NW LLC,1960,Office,165374,91,60,60,157,155,751,4.541221716,"1,255",1449459,16656,38.9040426,-77.03922741
87,1,1711 RHODE ISLAND OWNER LLC, ,601 13TH ST NW STE 300, ,"WASHINGTON, DC 20005-3807",1717 Rhode Island - 2021,1711 RHODE ISLAND AV,YOUNG MENS CHRISTIAN ASSOCIATION OF METROPOLITAN WASHINGTON (YMCA),2004,Office,108806,84,63,63,198,198,1407,12.93127217,"2,494",3080494,0,38.90669461,-77.03905832
41,1,1717 PENNSYLVANIA AVENUE LLC,TISHMAN SPEYER,45 ROCKEFELLER PLZ, ,"NEW YORK, NY 10111-0100",1717 Pennsylvania Avenue,1717 PENNSYLVANIA AV NW,1717 PENNSYLVANIA AVENUE LLC,1996,Office,255671,43,98,98,307,307,2620,10.2475447,"3,774",5736927,0,38.89951955,-77.04038069
51,1,1730 PENNSYLVANIA AVENUE LP,TISHMAN SPEYER,45 ROCKEFELLER PLZ, ,"NEW YORK, NY 10111-0100",1730 Pennsylvania Ave NW,1730 PENNSYLVANIA AV NW,1730 PENN AVE LP,1969,Office,177924,80,71.7,63.8,200.3,239.4,2637.02,14.82104719,6115.1,5457767.7,0,38.8986998,-77.04043864
33,1,1747 PENNSYLVANIA AVENUE ASSOCIATES LP,TISHMAN SPEYER,45 ROCKEFELLER PLZ, ,"NEW YORK, NY 10111-0100",1747 Pennsylvania Avenue,1747 - 1755 PENNSYLVANIA AV NW,1747 PENNSYLVANIA AVENUE ASSOCIATES LP,1970,Office,219854,60,73.1,73.1,229.6,229.6,1617,7.354880966,2999.8,3540288,0,38.89966535,-77.04095503
53,1,1776 EYE SPE LLC,ROCKROSE DEVELOPMENT CORP,15 E 26TH ST FL 7, ,"NEW YORK, NY 10010-1503",01270053_1776 I St NW,1776 I ST NW,1776 EYE SPE LLC,1987,Office,293324,88,49,49,153,153,1626,5.543358198,"4,517",3560754,0,38.90093599,-77.04122878
57,1,1776 K STREET ASSOCIATES & RIDDELL PARTNERS,CHARLES E SMITH CO,2345 CRYSTAL DR, ,"ARLINGTON, VA 22202-4801",1776 K Street NW,1776 K ST NW,RIDDELL PROPERTIES INC,1969,Office,256839,86,51,51,152,151,1505,5.859701992,"4,791",2927921,0,38.90218636,-77.04124112
78,1,1776 MASS AVE RE LLC,ELV ASSOCIATES INC,21 CUSTOM HOUSE ST STE 700, ,"BOSTON, MA 02110-3527",1776 Mass Ave,1776 MASSACHUSETTS AV NW,1776 MASS AVE RE LLC,1969,Office,115510,89,52.1,52.2,163.7,164,636.9,5.513808328,1012.8,1474002,0,38.90843568,-77.04116621
828,2,17M ASSOCIATES & DISTRICT OF COLUMBIA,BOSTON PROPERTIES/ UNIT200,2200 PENNSYLVANIA AVE NW, ,"WASHINGTON, DC 20037-1701",Sumner Square,1615 M ST,17M ASSOCIATES & DISTRICT OF COLUMBIA,1984,Office,232565,88,62,65.9,195,206.7,1901,8.174058865,"2,601",4159473,0,38.90597023,-77.03773975
56,1,1800 MASSACHUSETTS AVENUE CORP, ,601 13TH ST NW STE 300N, ,"WASHINGTON, DC 20005-3870",1800 Massachusetts Avenue NW (SEIU),1800 - 1824 MASSACHUSETTS AV NW,1800 MASSACHUSETTS AVENUE CORP,1979,Office,185604,88,52.8,52.8,165.8,165.8,1368.6,7.373763496,2600.5,3167321,5285.6,38.90879054,-77.04227127
827,2,1820 CLYDESDALE COOPERATIVE INC,EJF,1428 U ST NW FL 2, ,"WASHINGTON, DC 20009-8010",1820 Clydesdale Cooperative,1820 CLYDESDALE PL NW,1820 CLYDESDALE COOPERATIVE INC,1985,Multifamily Housing,55350,18,83,82,133,132,342,6.178861789,"1,570",359031,33456,38.92516229,-77.04405173
74,1,1828 L STREET ASSOCIATES LLC,TOWER CONSTRUCTION CO,2000 TOWER OAKS BLVD FL 9, ,"ROCKVILLE, MD 20852-4282",1828 L Street Associates,1828 L ST NW,1828 L STREET ASSOCIATES LLC,1965,Office,439521,83,74,74.3,196.7,197,2701.7,6.146919032,5936.9,5554489,56846.697,38.90341709,-77.04291993
14,1,1870 WYOMING AVENUE NW INC,STE 1000,1100 NEW JERSEY AVE SE, ,"WASHINGTON, DC 20003-3302",1870 Wyoming Ave NW Inc,1870 WYOMING AV NW,1870 WYOMING AVENUE NW INC,1930,Multifamily Housing,63712,83,60,60,98,98,290,4.551732798,674,313119,27647,38.91846585,-77.04427049
89,1,1899 L  STREET TOWER LLC,TRANSWESTERN COMMERCIAL SV,1899 L ST NW # LL, ,"WASHINGTON, DC 20036-3804",1899 L Street,1899 L ST NW,1899 L  STREET TOWER LLC,1975,Office,147460,78,70,70,220,220,1501,10.1790316,"4,392",3287147,0,38.90404117,-77.04304197
79,1,1900 M L L C,ROCKROSS DEVELOPMENT CORP,15 E 26TH ST FL 7, ,"NEW YORK, NY 10010-1503",1900 M,1900 - 1906 M ST NW,1900 M L L C,0,Office,112182,58,75,75,235,235,1113,9.921377761,"3,732",2435612,0,38.90535889,-77.04391916
80,1,1901 L STREET LLC,NEW YORK LIFE INVESTMENTS,1 FRONT ST STE 500, ,"SAN FRANCISCO, CA 94111-5327",0117-0080 (1901 L St),1901 L ST NW,1901 L STREET LLC,1982,Office,128672,76,62,60,194,190,1171,9.10065904,"2,749",2562640,0,38.90403955,-77.0439184
806,2,1901 WYOMING AVENUE COOPERATIVE,THEOHARIS MGMT,2120 16TH ST NW OFC 205, ,"WASHINGTON, DC 20009-6594",1901 Wyoming Avenue NW,1901 WYOMING AV NW,1901 WYOMING AVENUE COOPERATIVE,1930,Multifamily Housing,71791,49,73,72,111,110,373,5.195637336,"1,325",350400,40069,38.91859251,-77.04550582
73,1,1919 M STREET ASSOCIATES LP,CHARLES SMITH CO,2345 CRYSTAL DR, ,"ARLINGTON, VA 22202-4801",1919 M Street,1919 M ST NW,1919 M STREET ASSOCIATES,1967,Office,297005,68,63.3,63.3,198.6,198.6,2155.3,7.256780189,3846.8,4985778,0,38.90610663,-77.04446136
29,1,1919 PENNSYLVANIA ASSOCIATES LLC,TISHMAN SPEYER,45 ROCKEFELLER PLZ, ,"NEW YORK, NY 10111-0100",1919 Penn Ave,1916 I ST,1919 PENNSYLVANIA ASSOCIATE LLC,1978,Office,381951,72,71,70,204,203,2322,6.079313839,"4,528",4823950,22392,38.90094959,-77.04420248
864,2,1991 ACQUISITION FUND ONE,HINES INTERESTS LP,700 11TH ST NW STE 110, ,"WASHINGTON, DC 20001-4576",700 Eleventh Street w/ Cosi,0700 - 1111 11TH ST NW,1991 ACQUISITION FUND ONE,1991,Office,457926,58,90.1,90.2,280.7,281,3931.6,8.58566668,6887.6,9053222,3726.345,38.8987307,-77.02753281
852,2,2000 K LLC, ,45 ROCKEFELLER PLZ, ,"NEW YORK, NY 10111-0100",2000 K,2000 K ST NW,"2000 K, LLC",1986,Office,313330,72,64,64,200,200,1288,4.110682029,"2,045",2819254,0,38.90207341,-77.04530619
865,2,2000 L OWNER LLC,ROCKROSE DEVELOPMENT CORP,15 E 26TH ST FL 7, ,"NEW YORK, NY 10010-1503",2000L,2000 L ST NW,2000 L OWNER LLC,0,Office,375360,92,60,60,155,154,2825,7.526108269,"7,549",5361116,46781,38.90340829,-77.04578285
866,2,2001 K LLC, ,730 5TH AVE STE 2202, ,"NEW YORK, NY 10019-4105",2001 K St,2001 K ST NW,2001 K STREET LLC,1998,Office,249744,63,80.5,80.5,252.9,252.9,2831.3,11.33680889,"2,480",6552535,0,38.90297943,-77.04531637
120,1,2001 L STREET LLC,TRANSWESTERN,2020 K ST NW STE 510, ,"WASHINGTON, DC 20006-1908",2001 L Street N.W.,2001 L ST NW,MSP 2001 L STREET LLC,1986,Office,161347,68,57.5,57.5,180.7,180.7,1310.1,8.119766714,"2,815",3032105,0,38.90407887,-77.04528828
853,2,2001 PENNSYLVANIA LLC, ,1776 EYE ST NW STE 500, ,"WASHINGTON, DC 20006-3716",2001 Pennsylvania Ave,2001 PENNSYLVANIA AV,BENENSON MUKWONAGE PENN LLC,1990,Office,225792,42,83.7,83.7,262.9,262.9,1671.9,7.404602466,2628.5,3869280,0,38.90164098,-77.04525037
62,1,2013 NEW HAMP AVE NW LLC,WILLIAM C SMITH,1100 NEW JERSEY AVE SE # 1000, ,"WASHINGTON, DC 20003-3302",2013 N. HAMPSHIRE AVE NW,2013 NEW HAMPSHIRE AV NW,2013 NEW HAMP AVE NW LLC,1970,Multifamily Housing,91382,0,67,66,106,105,450,4.924383358,"2,931",455602,45450,38.91747369,-77.03554389
847,2,2020 K CORPORATION, ,2020 K ST NW STE 510, ,"WASHINGTON, DC 20006-1806",2020 K Street,2020 K ST NW,2020 K CORPORATION,1976,Office,504408,73,71,71,222,222,3954,7.838892325,"9,713",8656263,0,38.90211776,-77.04599329
83,1,2021 K L.L.C, ,387 PARK AVE S FL 7, ,"NEW YORK, NY 10016-8810",2029 K Street,2021 K ST NW,2021 K L.L.C,1967,Office,258300,56,64,61,163,159,251,0.971738289,648,476027,6401,38.90292227,-77.04578254
88,1,2033 K LP,QUADRANGLE DEVELOPMENT CORP,1001 G ST NW, ,"WASHINGTON, DC 20001-4545",2033 K Street NW,2033 - 2041 K ST NW,2033 K STEET LP,1975,Office,128767,79,68.2,68.2,214.2,214.2,1161.4,9.019391614,3409.6,2687914,0,38.90306597,-77.04627734
823,2,2058 PARTNERSHIP LP,MARY ANN HALL,4101 CATHEDRAL AVE NW, ,"WASHINGTON, DC 20016-3585",The Cathedral Avenue Cooperative LLC,4101 CATHEDRAL AV NW,2058 PARTNERSHIP LP,1963,Multifamily Housing,195417,46,63,62,115,113,1024,5.24007635,"718,171",1339158,77715,38.93048367,-77.07969075
848,2,2099 OWNER LP,PARAMOUNT GROUP INC,1633 BROADWAY STE 1801, ,"NEW YORK, NY 10019-6748",2099 Penn Ave,2099 PENNSYLVANIA AV NW,2099 OWNER LP,2000,Office,231809,0,27.2,27.2,85.4,85.4,796.4,3.435587057,927.3,1843114,0,38.90165774,-77.04626512
32,1,20TH & S ASSOCIATES LLC, ,1120 VERMONT AVE NW, ,"WASHINGTON, DC 20005-3523",2001 S Street,2001 S ST NW,20TH & S ASSOCIATES LLC,1968,Office,85007,85,50,50,134.5,134.5,328.4,3.863211265,"1,194",681677,6387.452,38.91434698,-77.04519144
82,1,21 DUPONT ASSOCIATES LLC,BORGER MGMT INC,1111 14TH ST NW, ,"WASHINGTON, DC 20005-5603","21 Dupont Associates, LLC",0021 DUPONT CIR NW,21 DUPONT ASSOCIATES LLC,1971,Office,55818,24,118,118,290,290,708,12.6840804,"1,325",1302965,21276,38.90882633,-77.04382064
10,1,2100 2ND ST SW LLC,MONDAY PROPERTIES SERVICES,667 MADISON AVE FL 19, ,"NEW YORK, NY 10065-8029",U.S. Coast Guard,2100 2ND ST SW,"2100 2ND ST HOLDINGS, LLC",1973,Office,887039,89,64,0,0,213.6,5323.76,6.00172033,,11018423,0,38.86404765,-77.01294879
841,2,2100 MARTIN LUTHER KING ASSOCIATION,GPM MANAGEMENT CORP,7819 NORFOLK AVE, ,"BETHESDA, MD 20814-6016",2100 MLK,2100 MARTIN LUTHER KING JR AV SE,2100 MARTIN LUTHER KING ASSOC,1989,Office,104616,0,95,93,297,293,903,8.631566873,"1,147",1976927,0,38.8653788,-76.9890096
300,1,2101 CONNECTICUT AVENUE,MANAGER,2101 CONNECTICUT AVE NW, ,"WASHINGTON, DC 20008-1728",2101 Connecticut Ave Coop,2101 - 2201 CONNECTICUT AV NW,2101 CONNECTICUT AVENUE,1927,Multifamily Housing,236646,0,20,20,38,38,406,1.715642774,"4,166",560083,28209,38.91824478,-77.04692955
800,2,2101 NEW HAMP AVE NW LLC,WILLIAM C SMITH/ STE 1000,1100 NEW JERSEY AVE SE, ,"WASHINGTON, DC 20003-3302",2101 N. HAMPSHIRE AVE NW,2101 NEW HAMPSHIRE AV NW,2101 NEW HAMP AVE NW LLC,1950,Multifamily Housing,72451,0,85,84,120,118,413,5.700404411,"2,062",316994,50401,38.91832124,-77.03491607
84,1,2121 K LLC,CORELOGIC COMMERCIAL TAX SVC,PO BOX 961009, ,"FORT WORTH, TX 76161-0009",2121 K Street,2121 - 2115 K ST NW,2121 K LLC,1981,Office,235248,83,50,60.5,190,156.1,1225.7,5.210246208,"7,477",2836811,0,38.90292827,-77.04720786
88,1,2130 P STREET ASSOCIATES,QUADRANGLE DEVELOPMENT,1001 G ST NW STE 700W, ,"WASHINGTON, DC 20001-4549",WestPark Apartments,1421 21ST ST NW,2130 P STREET ASSOCIATES,1975,Multifamily Housing,197259,65,61.2,61.6,125.5,125.9,1100.9,5.580987433,8803.3,1750575,64911.319,38.90936915,-77.04819291
55,1,2300 PENNSYLVANIA AVENUE LLC, ,11701 BOWMAN GREEN DR, ,"RESTON, VA 20190-3573",The Grays on Pennsylvania,2323 PENNSYLVANIA AV,2300 PENNSYLVANIA AVENUE LLC,2010,Multifamily Housing,76800,95,43,43,116,116,523,6.809895833,"3,051",1038527,9076,38.87387788,-76.97259459
819,2,2400 LLC,ROBERT WALLICK,11161 NEW HAMPSHIRE AVE STE, ,"SILVER SPRING, MD 20904-2606",2400 Pennsylvania AV NW,2400 PENNSYLVANIA AV NW,S MARSH,1959,Multifamily Housing,71934,61,80,79,133,131,444,6.172324631,"3,112",497332,40740,38.90282117,-77.05185425
11,1,2401 PENN AVENUE LLC,PRICIPAL REAL ESTATE,711 HIGH ST, ,"DES MOINES, IA 50392-0001",2401 Penn Ave,2401 PENNSYLVANIA AV NW,2401P CO LLC,1990,Other,221834,0,76.8,76.9,208.1,208.1,1252.9,5.647916911,7797.5,2614546,23209.979,38.90347935,-77.0519104
29,1,2512 ASSOCIATES,THE HOLLADAY CORPORATION,3400 IDAHO AVE NW STE 500, ,"WASHINGTON, DC 20016-3049",The Georgetown,2510 - 2514 Q ST NW,2512 ASSOCIATES,1955,Multifamily Housing,82286,13,78,77,144,142,538,6.538171742,939,714315,39799,38.91023886,-77.05333226
88,1,2540 MASSACHUSETTS AVENUE NW INC,WILLIAM C SMITH/ STE 1000,1100 NEW JERSEY AVE SE, ,"WASHINGTON, DC 20003-3302",2540 Massachusette Ave,2540 MASSACHUSETTS AV,2540 MASSACHUSETTS AVENUE NW INC,1922,Multifamily Housing,83663,1,98,98,221,221,818,9.777320918,"1,123",1383787,35007,38.91619592,-77.05695633
40,1,2700 CONECTICUT AVENUE LLC, ,3932 MILITARY RD NW, ,"WASHINGTON, DC 20015-2928",Hampton House,2700 CONNECTICUT AV NW,2700 CONECTICUT AVENUE LLC,1911,Multifamily Housing,91304,91,60,59,94,93,366,4.008586699,"3,022",363600,37553,38.92594832,-77.05336587
834,2,2800 V STREET LIMITED PARTNERSHIP, ,7501 WISCONSIN AVE STE 630E, ,"BETHESDA, MD 20814-6591",4359-0834,2800 V ST NE,2800 V STREET LIMITED PARTNERSHIP,1950,Non-Refrigerated Warehouse,267683,65,31.2,31.3,82.6,82.5,828.3,3.094331728,387.5,1697012,17905.476,38.92083886,-76.96832916
26,1,"300 SEVENTH ST NY OWEN, LLC", ,230 PARK AVE STE 1831, ,"NEW YORK, NY 10169-0005",300 SEVENTH ST NY OWNER LLC,0300 7TH ST SW,"300 SEVENTH ST NY OWEN, LLC",1964,Office,201896,72,76,76,215,214,1344,6.656892658,"2,929",2737478,17557,38.88512428,-77.02103308
22,1,301 N STREET TITLEHOLDER LLC, ,9600 BLACKWELL RD STE 200, ,"ROCKVILLE, MD 20850-3659",301 N Street LTD Partnership,0301 N ST NE,301 N STREET LTD PARTNERSHIP,1930,Self-Storage Facility,86280,0,7,7,21,21,74,0.857672694,40,161462,0,38.90683124,-77.00160931
812,2,3025 ONTARIO ROAD INC,EKF REAL ESTATE,1428 U ST NW FL 2, ,"WASHINGTON, DC 20009-8010",3025 Ontario Road INC,3025 ONTARIO RD NW,3025 ONTARIO ROAD INC,1948,Multifamily Housing,54862,93,57,57,81,81,212,3.864241187,"1,256",165120,25631,38.92609859,-77.0439091
858,2,3300 LLC, ,1746 N ST NW, ,"WASHINGTON, DC 20036-2907",Park Monroe,3300 16TH ST NW,3300 LLC,1964,Multifamily Housing,110000,81,39,39,124,124,555,5.045454545,"3,760",1215655,0,38.93198602,-77.03691915
79,1,3307 M STREET LLC,EASTBANC INC,3307 M ST NW STE 200, ,"WASHINGTON, DC 20007-3539",Jamestown - 3307 M Street,3307 - 3311 M ST NW,3307 M STREET LLC,1975,Parking,156559,0,67,67,209,209,461,2.944576805,"1,633",1010005,0,38.9054255,-77.06667986
118,6,3600 NY PROPERTIES LLC, ,3600 NEW YORK AVE NE, ,"WASHINGTON, DC 20002-1947",3600 NY Properties LLC,3600 NEW YORK AV NE,3600 NY PROPERTIES LLC,1963,Office,128160,0,87,87,207,206,1116,8.707865169,711,1988273,39063,38.91710305,-76.95490218
824,2,3725 MACOMB STREET ASSOCIATES LLC,3725 MACOMB ST ASSOCIATES,2120 L ST NW STE 800, ,"WASHINGTON, DC 20037-1549",Macomb Gardens Apartments,3725 MACOMB ST NW,3725 MACOMB STREET ASSOCIATES LLC,1940,Multifamily Housing,60984,0,101,100,144,144,416,6.821461367,"4,611",328832,50039,38.93375583,-77.07354412
56,1,3801 GEORGIA AVE LLC, ,4416 E WEST HWY STE 410, ,"BETHESDA, MD 20814-4568",The Griffin,3801 GEORGIA AV,3801 GEORGIA AVE LLC,2012,Multifamily Housing,58520,81,31,31,97,97,235,4.015721121,"1,021",513745,0,38.93788951,-77.02423769
32,1,400 VIRGINIA AVENUE LLC,THOMSON REUTERS,PO BOX 56607, ,"ATLANTA, GA 30343-0607",400 Virginia Avenue,0400 VIRGINIA AV SW,400 VIRGINIA AVENUE LLC,1986,Office,304209,94,44.8,55,172,149.6,1600.68,5.261777265,"3,567",3312888.2,0,38.88420678,-77.01805266
55,1,4105 WISCONSIN LLC, ,4827 RUGBY AVE STE 201, ,"BETHESDA, MD 20814-3040",Devonshire Court South,4105 WISCONSIN AV NW,4105 WISCONSIN LLC,1925,Multifamily Housing,55896,2,113,110,208,204,553,9.893373408,"1,613",703692,28040,38.94254817,-77.07627392
57,1,425 EYE STREET NW LP, ,1633 BROADWAY STE 1801, ,"NEW YORK, NY 10019-6708",425 EYE,0425 I ST NW,425 EYE STREET NW LP,1973,Office,488592,97,41.7,41.7,130.8,130.8,2107.6,4.313619544,3595.5,4877624,15842,38.90164665,-77.0169417
26,1,500 8TH STREET PR LLC,PRUDENTIAL REALTY ADVISORS,7 GIRALDA FARMS, ,"MADISON, NJ 07940-1051",505 9th Street,505 9TH ST,KEG ASSOCIATES I LLC,2007,Office,302601,81,61.5,61.5,191.7,191.8,2855.1,9.435196843,14109.7,6578393,2075.963,38.89648437,-77.02346618
169,1,500 NORTH CAPITOL LLC,BOSTON PROPERTIES/UNIT 200,2200 PENNSYLVANIA AVE NW, ,"WASHINGTON, DC 20037-1701",500 North Capitol,0500 NORTH CAPITOL ST NW,500 NORTH CAPITOL LLC,2012,Office,297600,90,46.9,0,146.3,0,1370,4.603494624,5302.6,3159605,906.119,38.89660047,-77.00948492
859,2,501 SCHOOL ASSOCIATES LIMITED PARTNERSHIP,DONOHOE REAL ESTATE SERVICES,7101 WISCONSIN AVE, ,"BETHESDA, MD 20814-4871",501 School,0501 SCHOOL ST SW,501 SCHOOL ASSOCIATES LIMITED PARTNERSHIP,1988,Office,119720,82,47.2,47.2,148.2,148.2,488.5,4.08035416,467.3,1130598,0,38.88412173,-77.01915174
829,2,515 22ND STREET LIMITED PARTNERSHIP, ,4416 E WEST HWY, ,"BETHESDA, MD 20814-4565",515 22nd Street N.W.,0515 22ND ST NW,515 22ND STREET LIMITED PARTNERSHIP,1942,Office,108229,39,86.2,86.3,253.9,254,1111.6,10.27081466,1073.5,2338107,8225.70083,38.89688787,-77.04842858
22,1,555 11TH OWNER LLC,ROCKROSE DEVELOPMENT CORP,15 E 26TH ST FL 7, ,"NEW YORK, NY 10010-1503",Lincoln Square,0555 11TH ST NW,LINCOLN CIRCLE ASSOCIATES LLC,2001,Office,573411,84,58.4,58.3,183.4,183,3082.3,5.375376475,7673.9,7133617,0,38.89673243,-77.02656684
27,1,555 12TH REIT LLC,METROPOLITAN LIFE INSURANCE CO,1620 L ST NW STE 800, ,"WASHINGTON, DC 20036-5629",555 12TH STREET,0555 12TH ST NW,MANUFACTURERS LIFE INSURANCE,1994,Office,795132,89,52.3,52.3,164.2,164.2,5878.8,7.393489383,14199.2,13605570,0,38.89673485,-77.02758047
36,1,555 FOURTH STREET ASSOCIATES,N S P VENTURES CORP,16800 WESTGROVE DR STE 200A, ,"ADDISON, TX 75001-5188",DC0321ZZ - JUDICIARY CENTER,0555 4TH ST NW,555 FOURTH STREET ASSOCIATES,2002,Office,472170,74,73,73,230,228,3291,6.969947265,"5,581",7204889,0,38.89686533,-77.0157061
802,2,5601 13TH STREET NW LLC, ,5706 FREDERICK AVE STE B, ,"ROCKVILLE, MD 20852-1877",The Verona,5601 13TH ST NW,5601 13TH STREET NW LLC,1955,Multifamily Housing,70212,3,68,66,147,141,345,4.913689968,"7,715",564247,16375,38.95759562,-77.02919322
